sentence,transcript,wer,levenshtein,ser
the sun awning was printed with the respective country flags,the sun awning was printed with the respective country flags,0.0,0,0
yesterday i asked my doctor for a new prescription,yeah yesterday i asked my doctor for a new prescription,0.1111111111111111,5,1
however it was an international success,however it was an international success,0.0,0,0
what is it boss,what is it boss,0.0,0,0
can i have one of those,can i have one of those,0.0,0,0
you dont like him,christmas you dont like him,0.25,10,1
the papers of william miller are preserved in the archives at aurora university,the papers of william miller are preserved in the archives at aurora university,0.0,0,0
a cloud of dust stung his tender eyes,a cloud of dust stung his tender eyes,0.0,0,0
one would receive a sharp wound from it but there is no pain,one would receive a sharp wind from it but there is no pain,0.07692307692307693,2,1
oh man i think i got friendzoned once again,yeah man i think i got friend zoned once again,0.3333333333333333,4,1
warming centers typically open during particularly cold or rainy nights,warming centres typically open during particularly cold or rainy nights,0.1,2,1
the new law prohibits smoking in public transportation systems,the new little prohibit smoking and public transportation systems,0.3333333333333333,8,1
the bill will need to be reintroduced in order to be considered again,the bill will need to be reintroduced in order to be considered again,0.0,0,0
the bright lanterns were gay on the dark lawn,the bright lanterns were gay on the dark lawn,0.0,0,0
see the player scoot to third base,see the player scoot to 3rd base,0.14285714285714285,3,1
mutes little instruments on the bridge of the violin deadening the sound,mutes little instruments on the bridge of the violin didnt mean the sound,0.16666666666666666,9,1
after graduation he returned home to arizona where he began his law practice,after graduation he returned home to arizona where he began a straw practice,0.15384615384615385,4,1
well we shall see,well we shall see,0.0,0,0
in frustration and anger the son lashes out knocking his father to the ground,the frustration and and uh your sunglasses as like a father to the ground,0.5714285714285714,27,1
evins was a powerful figure in congress,he was a kind of figure in your beds,0.7142857142857143,19,1
soon a dye was added to the liquid,still and i was added to the liquid,0.375,7,1
rothmans has been involved in a number of lawsuits in canada,okay rothmans has been involved in a number of lawsuits in canada,0.09090909090909091,5,1
we can describe the objects movement with a differential equation of second order,mhm we can just grab the artist movement with they will show the question of second order,0.6923076923076923,36,1
lately he has adopted a more casual dress code,lately he has adopted a podcast a dress code,0.2222222222222222,7,1
some famous supermarket chains are located outside newarthill,some famous supermarket chains are located outside new york hill,0.375,5,1
why does this tyrannosaurus rex feel sticky,why does the china sauce packs feel sticky,0.5714285714285714,16,1
in such a way temporary failures have less impact on the communication quality,the saturated temporary fellows are upstairs with packed on the compression quality,0.7692307692307693,38,1
dont say those things,dont see those things,0.25,2,1
then he bent once more over the woman,then he bet first more over the woman,0.25,6,1
wandana primary school is on cowra avenue,when donna primary school is on kyra avenue,0.42857142857142855,8,1
a hufflepuff prefect he shows a notable streak of modesty and fairness,a half cup of prefect he shows a notable streak of modesty in fairness,0.3333333333333333,9,1
the track the supermarket strikes back is a riposte to barcode bypass from loss,the track the supermarket starts back with crossed t fuck of bypass and loss,0.5,25,1
the original community of the institute is headquartered in monroe michigan,the original community of the institutes headquarter in one row of michigan,0.5454545454545454,11,1
shuttlesworth stuck with the riders and called kennedy,hello slash stock with the virus i called paladin yeah,0.875,28,1
he decided to concentrate on more practical matters,he decided to concentrate on more practical matters,0.0,0,0
energy levels due to impurities deeper in the bandgap are called deep levels,energy levels due to impurities deeper in the band gap are called deep levels,0.15384615384615385,1,1
her magical specialty is blowing things up,her magical specialty is blowing things up,0.0,0,0
on a few occasions the bside became the more popular song,on a big occasions the best cyber capable popular song,0.45454545454545453,19,1
youd better take it easy,you better take it easy,0.2,1,1
he was born at dunedin,just call on taliban,1.0,17,1
i was about to mount the stairs,i was about to about the stairs,0.14285714285714285,3,1
he later reported a few months later charles sullivan got himself killed,he let a report a few months later just sovereign got himself killed,0.4166666666666667,18,1
betterton beach is located at the foot of main street,the latter beach is located at the foot of mens great,0.4,14,1
